content_url,term,engagement rate,content_type,content_id
https://giphy.com/gifs/LWYw7jIORDGWpjEqMX,eradicatepoverty,100.00,GIF,LWYw7jIORDGWpjEqMX
https://giphy.com/gifs/LWYw7jIORDGWpjEqMX,helpingpoor,100.00,GIF,LWYw7jIORDGWpjEqMX
https://giphy.com/gifs/LWYw7jIORDGWpjEqMX,sheltercrypto,100.00,GIF,LWYw7jIORDGWpjEqMX
https://giphy.com/gifs/LWYw7jIORDGWpjEqMX,poverty,0.00,GIF,LWYw7jIORDGWpjEqMX
https://giphy.com/gifs/no2xjdDPjbquJBfsbe,stud,0.00,GIF,no2xjdDPjbquJBfsbe
https://giphy.com/gifs/Az0cKp148eJnaqOKsX,application,0.00,GIF,Az0cKp148eJnaqOKsX
https://giphy.com/gifs/o3HQj7pM7oOuMLXQ0U,organisation,0.00,GIF,o3HQj7pM7oOuMLXQ0U
https://giphy.com/gifs/tIbAzRUODpK91qCjxW,desthless,100.00,GIF,tIbAzRUODpK91qCjxW
https://giphy.com/gifs/tIbAzRUODpK91qCjxW,contribute,87.53,GIF,tIbAzRUODpK91qCjxW
https://giphy.com/gifs/tIbAzRUODpK91qCjxW,to,0.02,GIF,tIbAzRUODpK91qCjxW
https://giphy.com/gifs/UWWEMERMTD42NZ46Ap,premium,0.00,GIF,UWWEMERMTD42NZ46Ap
https://giphy.com/gifs/CoDI8YMP4cbdXxUU9h,built,0.00,GIF,CoDI8YMP4cbdXxUU9h
https://giphy.com/gifs/CoDI8YMP4cbdXxUU9h,humanity,0.00,GIF,CoDI8YMP4cbdXxUU9h
https://giphy.com/gifs/OmoRDFcSqsojOjiQLa,organisation,1.01,GIF,OmoRDFcSqsojOjiQLa
https://giphy.com/gifs/OmoRDFcSqsojOjiQLa,org,0.05,GIF,OmoRDFcSqsojOjiQLa
https://giphy.com/gifs/OmoRDFcSqsojOjiQLa,dow,0.00,GIF,OmoRDFcSqsojOjiQLa
https://giphy.com/gifs/CDozOrNYU2MhCQGJaT,latest,0.00,GIF,CDozOrNYU2MhCQGJaT
https://giphy.com/gifs/CDozOrNYU2MhCQGJaT,trend,0.00,GIF,CDozOrNYU2MhCQGJaT
https://giphy.com/gifs/XP62x8a19UDet6oPqy,analysis,0.10,GIF,XP62x8a19UDet6oPqy
https://giphy.com/gifs/XP62x8a19UDet6oPqy,org,0.00,GIF,XP62x8a19UDet6oPqy
https://giphy.com/gifs/XP62x8a19UDet6oPqy,organisation,0.00,GIF,XP62x8a19UDet6oPqy
https://giphy.com/gifs/GMQwZ3LXrxFB9BsWTE,org,0.04,GIF,GMQwZ3LXrxFB9BsWTE
https://giphy.com/gifs/GMQwZ3LXrxFB9BsWTE,mentor,0.00,GIF,GMQwZ3LXrxFB9BsWTE
https://giphy.com/gifs/GMQwZ3LXrxFB9BsWTE,organisation,0.00,GIF,GMQwZ3LXrxFB9BsWTE
https://giphy.com/gifs/GMQwZ3LXrxFB9BsWTE,achieve,0.00,GIF,GMQwZ3LXrxFB9BsWTE
https://giphy.com/gifs/GMQwZ3LXrxFB9BsWTE,advise,0.00,GIF,GMQwZ3LXrxFB9BsWTE
https://giphy.com/gifs/tv8IsnfTckIiPHBFx4,quality,0.00,GIF,tv8IsnfTckIiPHBFx4
https://giphy.com/gifs/G7rL0LMx9YA5NH9hUF,stud,0.00,GIF,G7rL0LMx9YA5NH9hUF
https://giphy.com/gifs/G7rL0LMx9YA5NH9hUF,capital,0.00,GIF,G7rL0LMx9YA5NH9hUF
https://giphy.com/gifs/k7uYCNE3nu9VkbbbAt,toasted,4.35,GIF,k7uYCNE3nu9VkbbbAt
https://giphy.com/gifs/k7uYCNE3nu9VkbbbAt,quality,0.63,GIF,k7uYCNE3nu9VkbbbAt
https://giphy.com/gifs/F6bL9vPBHdug8c6T5c,lasthumansleft,100.00,GIF,F6bL9vPBHdug8c6T5c
https://giphy.com/gifs/F6bL9vPBHdug8c6T5c,nodeath,100.00,GIF,F6bL9vPBHdug8c6T5c
https://giphy.com/gifs/F6bL9vPBHdug8c6T5c,stopdie,100.00,GIF,F6bL9vPBHdug8c6T5c
https://giphy.com/gifs/F6bL9vPBHdug8c6T5c,deathless,100.00,GIF,F6bL9vPBHdug8c6T5c
https://giphy.com/gifs/F6bL9vPBHdug8c6T5c,goingtodie,100.00,GIF,F6bL9vPBHdug8c6T5c
